season,week,gsis_id,source,pulled_at,team,position,proj_pass_att,proj_pass_yds,proj_pass_tds,proj_pass_int,proj_carries,proj_rush_yds,proj_rush_tds,proj_targets,proj_rec,proj_rec_yds,proj_rec_tds,proj_pts_ppr,proj_pts_half,proj_pts_std,proj_opps,proj_carry_share,proj_target_share
2026,1,00-0040743,sleeper,2026-09-12T17:31:48Z,NO,QB,34.4,222.11,1.57,0.52,4.56,16.53,0.17,,,,,17.13,17.13,17.13,4.56,0.178,
2026,1,00-0040753,sleeper,2026-09-12T17:31:48Z,MIA,WR,,,,,,,,,,,,,,,0.0,,
2026,1,00-0040782,sleeper,2026-09-12T17:31:48Z,CLE,WR,,,,,0.16,0.71,0.0,1.2,0.52,8.64,0.07,1.9,1.64,1.38,1.36,0.007,0.042
2026,1,00-0040784,sleeper,2026-09-12T17:31:48Z,CLE,RB,,,,,14.53,53.72,0.42,2.46,1.87,9.62,0.03,10.85,9.91,8.97,16.99,0.594,0.086
2026,1,00-0040785,sleeper,2026-09-12T17:31:48Z,CIN,WR,,,,,,,,,,,,,,,0.0,,
2026,1,00-0040853,sleeper,2026-09-12T17:31:48Z,IND,TE,,,,,,,,,,,,,,,0.0,,
2026,1,00-0040867,sleeper,2026-09-12T17:31:48Z,PHI,WR,,,,,0.1,0.57,0.0,3.46,2.31,32.04,0.21,6.84,5.69,4.54,3.56,0.003,0.123
2026,1,00-0040870,sleeper,2026-09-12T17:31:48Z,BAL,WR,,,,,,,,3.08,1.7,26.33,0.13,5.11,4.26,3.41,3.08,,0.118
2026,1,00-0040876,sleeper,2026-09-12T17:31:48Z,BAL,WR,,,,,,,,0.57,0.34,4.71,0.03,0.98,0.8,0.63,0.57,,0.022
2026,1,00-0040878,sleeper,2026-09-12T17:31:48Z,LV,RB,,,,,5.69,25.69,0.19,1.62,1.39,9.05,0.09,6.47,5.77,5.07,7.31,0.215,0.059
2026,1,00-0040886,sleeper,2026-09-12T17:31:48Z,TEN,RB,,,,,2.29,10.21,0.07,0.14,0.11,0.76,0.01,1.69,1.64,1.58,2.43,0.103,0.004
2026,1,00-0040887,sleeper,2026-09-12T17:31:48Z,BAL,TE,,,,,,,,0.49,0.36,3.75,0.02,0.88,0.7,0.52,0.49,,0.019
2026,1,00-0040888,sleeper,2026-09-12T17:31:48Z,BAL,RB,,,,,,,,,,,,,,,0.0,,
2026,1,00-0040890,sleeper,2026-09-12T17:31:48Z,KC,WR,,,,,,,,1.07,0.53,6.57,0.03,1.38,1.12,0.86,1.07,,0.033
2026,1,00-0040891,sleeper,2026-09-12T17:31:48Z,PHI,QB,,,,,,,,,,,,,,,0.0,,
2026,1,00-0040894,sleeper,2026-09-12T17:31:48Z,LV,WR,,,,,0.05,0.25,0.0,0.59,0.37,4.47,0.04,1.06,0.88,0.69,0.64,0.002,0.022
2026,1,00-0040895,sleeper,2026-09-12T17:31:48Z,SEA,WR,,,,,,,,,,,,,,,0.0,,
2026,1,00-0040900,sleeper,2026-09-12T17:31:48Z,DAL,WR,,,,,,,,,,,,,,,0.0,,
2026,1,00-0040901,sleeper,2026-09-12T17:31:48Z,TEN,TE,,,,,,,,,,,,,,,0.0,,
2026,1,00-0040906,sleeper,2026-09-12T17:31:48Z,KC,QB,,,,,,,,,,,,,,,0.0,,
2026,1,00-0040912,sleeper,2026-09-12T17:31:48Z,TEN,WR,,,,,,,,,,,,,,,0.0,,
2026,1,00-0040919,sleeper,2026-09-12T17:31:48Z,TEN,WR,,,,,,,,,,,,,,,0.0,,
2026,1,00-0040930,sleeper,2026-09-12T17:31:48Z,DAL,WR,,,,,,,,,,,,,,,0.0,,
2026,1,00-0040934,sleeper,2026-09-12T17:31:48Z,DAL,WR,,,,,,,,,,,,,,,0.0,,
2026,1,00-0040937,sleeper,2026-09-12T17:31:48Z,NYJ,RB,,,,,,,,,,,,,,,0.0,,
2026,1,00-0040938,sleeper,2026-09-12T17:31:48Z,DAL,TE,,,,,,,,,,,,,,,0.0,,
2026,1,00-0040939,sleeper,2026-09-12T17:31:48Z,DAL,TE,,,,,,,,,,,,,,,0.0,,
2026,1,00-0040946,sleeper,2026-09-12T17:31:48Z,GB,RB,,,,,,,,,,,,,,,0.0,,
2026,1,00-0040948,sleeper,2026-09-12T17:31:48Z,GB,WR,,,,,,,,,,,,,,,0.0,,
2026,1,00-0040953,sleeper,2026-09-12T17:31:48Z,KC,WR,,,,,,,,,,,,,,,0.0,,
2026,1,00-0040954,sleeper,2026-09-12T17:31:48Z,KC,WR,,,,,,,,,,,,,,,0.0,,
2026,1,00-0040955,sleeper,2026-09-12T17:31:48Z,KC,TE,,,,,,,,,,,,,,,0.0,,
2026,1,00-0040959,sleeper,2026-09-12T17:31:48Z,KC,RB,,,,,,,,,,,,,,,0.0,,
2026,1,00-0040964,sleeper,2026-09-12T17:31:48Z,KC,RB,,,,,,,,,,,,,,,0.0,,
2026,1,00-0040970,sleeper,2026-09-12T17:31:48Z,MIN,WR,,,,,,,,,,,,,,,0.0,,
2026,1,00-0040981,sleeper,2026-09-12T17:31:48Z,BAL,QB,,,,,,,,,,,,,,,0.0,,
2026,1,00-0040986,sleeper,2026-09-12T17:31:48Z,BAL,WR,,,,,,,,,,,,,,,0.0,,
2026,1,00-0040998,sleeper,2026-09-12T17:31:48Z,LV,RB,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041004,sleeper,2026-09-12T17:31:48Z,LV,WR,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041005,sleeper,2026-09-12T17:31:48Z,LV,WR,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041013,sleeper,2026-09-12T17:31:48Z,KC,RB,,,,,3.84,13.59,0.1,0.97,0.73,4.25,0.03,3.28,2.92,2.55,4.81,0.151,0.03
2026,1,00-0041016,sleeper,2026-09-12T17:31:48Z,LV,TE,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041027,sleeper,2026-09-12T17:31:48Z,ARI,RB,,,,,10.78,45.07,0.38,3.7,2.82,16.78,0.1,11.85,10.44,9.03,14.48,0.45,0.111
2026,1,00-0041029,sleeper,2026-09-12T17:31:48Z,NO,WR,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041032,sleeper,2026-09-12T17:31:48Z,NYJ,TE,,,,,0.05,0.23,0.0,2.32,1.78,18.0,0.13,4.4,3.51,2.62,2.37,0.002,0.082
2026,1,00-0041035,sleeper,2026-09-12T17:31:48Z,SF,WR,,,,,0.17,0.8,0.0,3.82,2.33,30.08,0.24,6.88,5.72,4.56,3.99,0.006,0.126
2026,1,00-0041037,sleeper,2026-09-12T17:31:48Z,CLE,WR,,,,,0.13,0.54,0.0,4.61,2.54,33.84,0.17,7.05,5.78,4.51,4.74,0.005,0.161
2026,1,00-0041040,sleeper,2026-09-12T17:31:48Z,WAS,WR,,,,,0.1,0.49,0.0,1.81,1.04,11.73,0.07,2.72,2.2,1.68,1.91,0.004,0.058
2026,1,00-0041041,sleeper,2026-09-12T17:31:48Z,NO,TE,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041042,sleeper,2026-09-12T17:31:48Z,NYG,WR,,,,,0.05,0.26,0.0,4.5,2.92,38.56,0.28,8.5,7.04,5.58,4.55,0.002,0.144
2026,1,00-0041044,sleeper,2026-09-12T17:31:48Z,ATL,WR,,,,,0.14,0.54,0.0,1.45,0.91,10.06,0.05,2.29,1.84,1.38,1.59,0.005,0.05
2026,1,00-0041047,sleeper,2026-09-12T17:31:48Z,CAR,WR,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041048,sleeper,2026-09-12T17:31:48Z,TB,WR,,,,,0.08,0.44,0.0,2.87,1.57,22.57,0.2,5.07,4.29,3.5,2.95,0.003,0.096
2026,1,00-0041051,sleeper,2026-09-12T17:31:48Z,CHI,WR,,,,,0.11,0.49,0.0,1.92,1.17,13.78,0.09,3.16,2.58,1.99,2.03,0.004,0.058
2026,1,00-0041052,sleeper,2026-09-12T17:31:48Z,SF,RB,,,,,4.15,16.5,0.07,0.66,0.55,3.35,0.03,3.09,2.81,2.54,4.8100000000000005,0.154,0.022
2026,1,00-0041056,sleeper,2026-09-12T17:31:48Z,NYJ,QB,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041067,sleeper,2026-09-12T17:31:48Z,NO,WR,,,,,,,,1.72,0.95,10.64,0.09,2.53,2.05,1.58,1.72,,0.055
2026,1,00-0041069,sleeper,2026-09-12T17:31:48Z,CIN,WR,,,,,,,,1.62,0.98,11.86,0.09,2.73,2.24,1.75,1.62,,0.046
2026,1,00-0041070,sleeper,2026-09-12T17:31:48Z,ARI,WR,,,,,,,,0.94,0.52,6.63,0.04,1.41,1.14,0.88,0.94,,0.028
2026,1,00-0041077,sleeper,2026-09-12T17:31:48Z,MIA,TE,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041081,sleeper,2026-09-12T17:31:48Z,MIN,RB,,,,,0.01,0.04,0.0,0.07,0.05,0.37,0.0,0.12,0.09,0.06,0.08,0.0,0.002
2026,1,00-0041084,sleeper,2026-09-12T17:31:48Z,JAX,TE,,,,,,,,0.73,0.49,4.7,0.05,1.25,1.0,0.75,0.73,,0.023
2026,1,00-0041087,sleeper,2026-09-12T17:31:48Z,CLE,TE,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041092,sleeper,2026-09-12T17:31:48Z,CLE,QB,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041094,sleeper,2026-09-12T17:31:48Z,TB,TE,,,,,,,,0.06,0.05,0.47,0.0,0.12,0.1,0.08,0.06,,0.002
2026,1,00-0041096,sleeper,2026-09-12T17:31:48Z,WAS,RB,,,,,1.37,5.29,0.03,0.16,0.12,0.67,0.01,0.96,0.9,0.84,1.53,0.053,0.005
2026,1,00-0041099,sleeper,2026-09-12T17:31:48Z,NO,WR,,,,,,,,2.06,1.28,13.21,0.1,3.22,2.58,1.94,2.06,,0.065
2026,1,00-0041100,sleeper,2026-09-12T17:31:48Z,JAX,WR,,,,,0.19,0.76,0.01,0.19,0.11,1.31,0.01,0.43,0.37,0.31,0.38,0.007,0.006
2026,1,00-0041104,sleeper,2026-09-12T17:31:48Z,MIN,RB,,,,,0.59,2.28,0.01,0.42,0.37,2.13,0.02,1.02,0.83,0.65,1.01,0.023,0.013
2026,1,00-0041106,sleeper,2026-09-12T17:31:48Z,JAX,WR,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041116,sleeper,2026-09-12T17:31:48Z,CIN,TE,,,,,,,,0.36,0.28,2.64,0.02,0.67,0.53,0.39,0.36,,0.01
2026,1,00-0041117,sleeper,2026-09-12T17:31:48Z,WAS,QB,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041123,sleeper,2026-09-12T17:31:48Z,NE,QB,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041125,sleeper,2026-09-12T17:31:48Z,IND,RB,,,,,1.98,7.48,0.05,0.45,0.39,2.58,0.01,1.77,1.58,1.38,2.43,0.081,0.014
2026,1,00-0041129,sleeper,2026-09-12T17:31:48Z,NE,RB,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041131,sleeper,2026-09-12T17:31:48Z,CLE,TE,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041132,sleeper,2026-09-12T17:31:48Z,IND,WR,,,,,,,,0.54,0.35,3.96,0.02,0.85,0.68,0.5,0.54,,0.017
2026,1,00-0041133,sleeper,2026-09-12T17:31:48Z,DEN,TE,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041139,sleeper,2026-09-12T17:31:48Z,GB,RB,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041149,sleeper,2026-09-12T17:31:48Z,CAR,QB,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041152,sleeper,2026-09-12T17:31:48Z,NYG,WR,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041156,sleeper,2026-09-12T17:31:48Z,HOU,QB,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041158,sleeper,2026-09-12T17:31:48Z,MIA,WR,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041170,sleeper,2026-09-12T17:31:48Z,CHI,TE,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041176,sleeper,2026-09-12T17:31:48Z,WAS,WR,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041178,sleeper,2026-09-12T17:31:48Z,WAS,RB,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041179,sleeper,2026-09-12T17:31:48Z,GB,WR,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041185,sleeper,2026-09-12T17:31:48Z,ATL,WR,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041191,sleeper,2026-09-12T17:31:48Z,ATL,RB,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041194,sleeper,2026-09-12T17:31:48Z,ATL,QB,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041195,sleeper,2026-09-12T17:31:48Z,ATL,TE,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041199,sleeper,2026-09-12T17:31:48Z,NYJ,WR,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041203,sleeper,2026-09-12T17:31:48Z,JAX,QB,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041216,sleeper,2026-09-12T17:31:48Z,JAX,WR,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041217,sleeper,2026-09-12T17:31:48Z,JAX,RB,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041220,sleeper,2026-09-12T17:31:48Z,JAX,WR,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041241,sleeper,2026-09-12T17:31:48Z,CIN,RB,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041244,sleeper,2026-09-12T17:31:48Z,CIN,RB,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041248,sleeper,2026-09-12T17:31:48Z,CIN,WR,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041251,sleeper,2026-09-12T17:31:48Z,TB,QB,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041252,sleeper,2026-09-12T17:31:48Z,IND,TE,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041257,sleeper,2026-09-12T17:31:48Z,TB,WR,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041263,sleeper,2026-09-12T17:31:48Z,PIT,TE,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041267,sleeper,2026-09-12T17:31:48Z,NYJ,WR,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041272,sleeper,2026-09-12T17:31:48Z,BUF,WR,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041277,sleeper,2026-09-12T17:31:48Z,IND,RB,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041287,sleeper,2026-09-12T17:31:48Z,CLE,WR,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041292,sleeper,2026-09-12T17:31:48Z,DEN,WR,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041293,sleeper,2026-09-12T17:31:48Z,DEN,WR,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041309,sleeper,2026-09-12T17:31:48Z,HOU,WR,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041312,sleeper,2026-09-12T17:31:48Z,HOU,RB,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041314,sleeper,2026-09-12T17:31:48Z,NE,TE,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041318,sleeper,2026-09-12T17:31:48Z,NE,WR,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041319,sleeper,2026-09-12T17:31:48Z,NE,WR,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041323,sleeper,2026-09-12T17:31:48Z,NE,RB,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041326,sleeper,2026-09-12T17:31:48Z,NO,RB,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041342,sleeper,2026-09-12T17:31:48Z,MIN,WR,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041357,sleeper,2026-09-12T17:31:48Z,SF,TE,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041359,sleeper,2026-09-12T17:31:48Z,SF,WR,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041361,sleeper,2026-09-12T17:31:48Z,SF,WR,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041366,sleeper,2026-09-12T17:31:48Z,ARI,TE,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041368,sleeper,2026-09-12T17:31:48Z,ARI,WR,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041376,sleeper,2026-09-12T17:31:48Z,LAC,RB,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041384,sleeper,2026-09-12T17:31:48Z,LAC,TE,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041395,sleeper,2026-09-12T17:31:48Z,NE,TE,,,,,,,,2.55,1.94,18.66,0.13,4.57,3.59,2.62,2.55,,0.084
2026,1,00-0041397,sleeper,2026-09-12T17:31:48Z,PIT,WR,,,,,0.06,0.27,0.0,0.06,0.03,0.44,0.0,0.14,0.12,0.1,0.12,0.002,0.002
2026,1,00-0041398,sleeper,2026-09-12T17:31:48Z,PIT,TE,,,,,,,,0.29,0.2,1.73,0.02,0.47,0.37,0.27,0.29,,0.01
2026,1,00-0041403,sleeper,2026-09-12T17:31:48Z,LA,TE,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041415,sleeper,2026-09-12T17:31:48Z,LA,RB,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041422,sleeper,2026-09-12T17:31:48Z,LA,TE,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041435,sleeper,2026-09-12T17:31:48Z,TB,WR,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041438,sleeper,2026-09-12T17:31:48Z,TEN,WR,,,,,0.09,0.42,0.0,6.35,3.46,50.84,0.33,10.6,8.87,7.15,6.44,0.004,0.191
2026,1,00-0041443,sleeper,2026-09-12T17:31:48Z,BUF,WR,,,,,0.05,0.23,0.0,0.61,0.35,3.86,0.03,0.98,0.8,0.63,0.66,0.002,0.021
2026,1,00-0041446,sleeper,2026-09-12T17:31:48Z,DET,WR,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041451,sleeper,2026-09-12T17:31:48Z,NO,WR,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041453,sleeper,2026-09-12T17:31:48Z,DET,QB,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041467,sleeper,2026-09-12T17:31:48Z,HOU,WR,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041472,sleeper,2026-09-12T17:31:48Z,HOU,TE,,,,,,,,1.57,1.18,9.85,0.07,2.57,1.99,1.4,1.57,,0.05
2026,1,00-0041475,sleeper,2026-09-12T17:31:48Z,MIN,WR,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041483,sleeper,2026-09-12T17:31:48Z,PHI,TE,,,,,,,,0.59,0.44,4.82,0.04,1.14,0.93,0.71,0.59,,0.021
2026,1,00-0041486,sleeper,2026-09-12T17:31:48Z,IND,RB,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041489,sleeper,2026-09-12T17:31:48Z,PIT,WR,,,,,0.1,0.52,0.0,2.67,1.6,19.88,0.16,4.63,3.83,3.02,2.77,0.004,0.093
2026,1,00-0041490,sleeper,2026-09-12T17:31:48Z,PIT,RB,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041496,sleeper,2026-09-12T17:31:48Z,DEN,RB,,,,,2.24,8.56,0.06,0.94,0.8,4.61,0.04,2.65,2.25,1.85,3.18,0.085,0.028
2026,1,00-0041503,sleeper,2026-09-12T17:31:48Z,JAX,TE,,,,,,,,0.87,0.6,5.6,0.05,1.46,1.16,0.86,0.87,,0.028
2026,1,00-0041510,sleeper,2026-09-12T17:31:48Z,LA,TE,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041511,sleeper,2026-09-12T17:31:48Z,NYJ,WR,,,,,0.17,0.76,0.01,2.29,1.28,20.42,0.14,4.28,3.64,3.0,2.46,0.006,0.08
2026,1,00-0041512,sleeper,2026-09-12T17:31:48Z,SEA,RB,,,,,12.78,54.93,0.37,1.31,1.06,7.38,0.05,9.78,9.25,8.72,14.09,0.504,0.046
2026,1,00-0041523,sleeper,2026-09-12T17:31:48Z,MIA,WR,,,,,,,,3.19,1.96,24.79,0.14,5.29,4.31,3.33,3.19,,0.123
2026,1,00-0041524,sleeper,2026-09-12T17:31:48Z,MIA,TE,,,,,,,,2.22,1.82,15.71,0.09,3.96,3.04,2.13,2.22,,0.086
2026,1,00-0041525,sleeper,2026-09-12T17:31:48Z,MIA,WR,,,,,,,,2.43,1.58,18.35,0.1,4.04,3.25,2.46,2.43,,0.094
2026,1,00-0041529,sleeper,2026-09-12T17:31:48Z,MIA,WR,,,,,,,,1.62,1.12,11.9,0.06,2.67,2.11,1.55,1.62,,0.063
2026,1,00-0041547,sleeper,2026-09-12T17:31:48Z,CLE,WR,,,,,0.69,3.04,0.02,5.19,2.95,37.9,0.24,8.6,7.12,5.64,5.880000000000001,0.028,0.181
2026,1,00-0041550,sleeper,2026-09-12T17:31:48Z,LAC,WR,,,,,,,,0.85,0.47,6.09,0.04,1.3,1.07,0.84,0.85,,0.027
2026,1,00-0041558,sleeper,2026-09-12T17:31:48Z,CHI,TE,,,,,,,,1.17,0.84,7.62,0.05,1.9,1.48,1.06,1.17,,0.035
2026,1,00-0041561,sleeper,2026-09-12T17:31:48Z,ARI,QB,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041562,sleeper,2026-09-12T17:31:48Z,LV,QB,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041565,sleeper,2026-09-12T17:31:48Z,PIT,QB,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041568,sleeper,2026-09-12T17:31:48Z,LA,QB,,,,,,,,,,,,,,,0.0,,
2026,1,00-0041579,sleeper,2026-09-12T17:31:48Z,MIA,TE,,,,,,,,0.48,0.37,3.39,0.02,0.83,0.65,0.47,0.48,,0.019
2026,2,00-0023459,sleeper,2026-09-19T00:20:02Z,PIT,QB,31.68,214.92,1.94,0.55,1.24,3.57,0.04,,,,,16.24,16.24,16.24,1.24,0.048,
2026,2,00-0026158,sleeper,2026-09-19T00:20:02Z,CIN,QB,,,,,,,,,,,,,,,0.0,,
2026,2,00-0026300,sleeper,2026-09-19T00:20:02Z,CIN,QB,,,,,,,,,,,,,,,0.0,,
2026,2,00-0026498,sleeper,2026-09-19T00:20:02Z,LA,QB,32.89,249.24,1.74,0.65,1.33,3.64,0.06,,,,,16.84,16.84,16.84,1.33,0.047,
2026,2,00-0027973,sleeper,2026-09-19T00:20:02Z,PHI,QB,,,,,,,,,,,,,,,0.0,,
2026,2,00-0028118,sleeper,2026-09-19T00:20:02Z,GB,QB,,,,,,,,,,,,,,,0.0,,
2026,2,00-0028986,sleeper,2026-09-19T00:20:02Z,CHI,QB,,,,,,,,,,,,,,,0.0,,
2026,2,00-0029604,sleeper,2026-09-19T00:20:02Z,LV,QB,31.18,220.71,1.26,1.06,1.94,4.32,0.08,,,,,13.58,13.58,13.58,1.94,0.076,
2026,2,00-0029892,sleeper,2026-09-19T00:20:02Z,SF,RB,,,,,0.11,0.49,0.0,0.88,0.7,6.22,0.06,1.75,1.4,1.05,0.99,0.004,0.031
2026,2,00-0030035,sleeper,2026-09-19T00:20:02Z,MIN,WR,,,,,,,,,,,,,,,0.0,,
2026,2,00-0030279,sleeper,2026-09-19T00:20:02Z,IND,WR,,,,,,,,4.81,3.15,35.34,0.19,7.8,6.22,4.65,4.81,,0.163
2026,2,00-0030506,sleeper,2026-09-19T00:20:02Z,KC,TE,,,,,,,,5.62,4.38,48.33,0.23,10.62,8.43,6.24,5.62,,0.183
2026,2,00-0030565,sleeper,2026-09-19T00:20:02Z,NYJ,QB,30.59,214.83,1.38,0.54,2.97,10.55,0.08,,,,,14.9,14.9,14.9,2.97,0.112,
2026,2,00-0031235,sleeper,2026-09-19T00:20:02Z,NYG,WR,,,,,,,,1.21,0.75,8.3,0.07,1.98,1.61,1.23,1.21,,0.041
2026,2,00-0031237,sleeper,2026-09-19T00:20:02Z,DET,QB,,,,,,,,,,,,,,,0.0,,
2026,2,00-0031381,sleeper,2026-09-19T00:20:02Z,LA,WR,,,,,,,,6.86,3.79,52.58,0.51,12.11,10.22,8.33,6.86,,0.22
2026,2,00-0031408,sleeper,2026-09-19T00:20:02Z,SF,WR,,,,,,,,6.46,3.95,56.46,0.55,12.93,10.96,8.99,6.46,,0.229
2026,2,00-0031484,sleeper,2026-09-19T00:20:02Z,NYG,TE,,,,,,,,0.19,0.13,1.14,0.01,0.31,0.24,0.18,0.19,,0.006
2026,2,00-0031503,sleeper,2026-09-19T00:20:02Z,NYG,QB,,,,,,,,,,,,,,,0.0,,
2026,2,00-0031588,sleeper,2026-09-19T00:20:02Z,WAS,WR,,,,,,,,6.06,4.73,57.76,0.36,12.67,10.31,7.94,6.06,,0.214
2026,2,00-0031595,sleeper,2026-09-19T00:20:02Z,CLE,RB,,,,,,,,,,,,,,,0.0,,
2026,2,00-0031610,sleeper,2026-09-19T00:20:02Z,CAR,TE,,,,,,,,3.48,2.39,25.28,0.28,6.59,5.4,4.2,3.48,,0.117
2026,2,00-0032104,sleeper,2026-09-19T00:20:02Z,JAX,RB,,,,,0.17,0.64,0.01,0.12,0.1,0.51,0.0,0.27,0.22,0.17,0.29,0.006,0.004
2026,2,00-0032268,sleeper,2026-09-19T00:20:02Z,WAS,QB,,,,,,,,,,,,,,,0.0,,
2026,2,00-0032385,sleeper,2026-09-19T00:20:02Z,NYJ,WR,,,,,,,,,,,,,,,0.0,,
2026,2,00-0032392,sleeper,2026-09-19T00:20:02Z,ATL,TE,,,,,,,,1.31,1.01,10.07,0.06,2.41,1.9,1.4,1.31,,0.047
2026,2,00-0032394,sleeper,2026-09-19T00:20:02Z,BAL,TE,,,,,,,,,,,,,,,0.0,,
2026,2,00-0032398,sleeper,2026-09-19T00:20:02Z,BAL,WR,,,,,0.06,0.28,0.0,2.66,1.55,21.65,0.12,4.49,3.72,2.95,2.72,0.002,0.112
2026,2,00-0032464,sleeper,2026-09-19T00:20:02Z,CHI,WR,,,,,0.19,0.91,0.0,3.19,2.31,24.62,0.11,5.52,4.36,3.21,3.38,0.007,0.106
2026,2,00-0032764,sleeper,2026-09-19T00:20:02Z,BAL,RB,,,,,18.27,80.75,0.71,1.69,1.38,10.65,0.07,15.13,14.44,13.75,19.96,0.565,0.071
2026,2,00-0032775,sleeper,2026-09-19T00:20:02Z,SF,WR,,,,,,,,3.27,2.0,28.38,0.26,6.41,5.41,4.41,3.27,,0.116
2026,2,00-0032918,sleeper,2026-09-19T00:20:02Z,MIN,RB,,,,,,,,,,,,,,,0.0,,
2026,2,00-0032950,sleeper,2026-09-19T00:20:02Z,MIN,QB,31.9,212.89,1.71,0.8,2.87,12.22,0.09,,,,,16.14,16.14,16.14,2.87,0.111,
2026,2,00-0032951,sleeper,2026-09-19T00:20:02Z,IND,WR,,,,,,,,0.78,0.11,4.73,0.03,0.76,0.7,0.65,0.78,,0.026
2026,2,00-0033077,sleeper,2026-09-19T00:20:02Z,DAL,QB,33.58,258.21,2.07,0.49,2.43,9.82,0.09,,,,,19.45,19.45,19.45,2.43,0.09,
2026,2,00-0033090,sleeper,2026-09-19T00:20:02Z,NE,TE,,,,,,,,5.23,3.96,43.52,0.32,10.23,8.25,6.27,5.23,,0.172
2026,2,00-0033106,sleeper,2026-09-19T00:20:02Z,DET,QB,33.48,250.55,1.5,0.5,1.74,4.6,0.08,,,,,16.32,16.32,16.32,1.74,0.066,
2026,2,00-0033110,sleeper,2026-09-19T00:20:02Z,LA,TE,,,,,,,,0.99,0.69,7.14,0.05,1.7,1.35,1.01,0.99,,0.032
